direction,entry_time,entry_price,exit_time,exit_price,duration,pnl,reason
LONG,2026-01-26T08:00,2912.29,2026-01-26T09:00,2885.87,1,-1.01,Signal flip
SHORT,2026-01-26T09:00,2885.87,2026-01-26T13:00,2909.67,4,-0.92,Signal flip
LONG,2026-01-26T13:00,2909.67,2026-01-26T15:00,2899.32,2,-0.46,Signal flip
SHORT,2026-01-26T15:00,2899.32,2026-01-26T17:00,2909.42,2,-0.45,Signal flip
LONG,2026-01-26T17:00,2909.42,2026-01-26T20:00,2901.82,3,-0.36,Signal flip
SHORT,2026-01-26T20:00,2901.82,2026-01-26T21:00,2928.97,1,-1.03,Signal flip
LONG,2026-01-26T21:00,2928.97,2026-01-27T09:00,2907.69,12,-0.83,Signal flip
SHORT,2026-01-27T09:00,2907.69,2026-01-27T11:00,2917.02,2,-0.42,Signal flip
LONG,2026-01-27T11:00,2917.02,2026-01-27T13:00,2912.61,2,-0.25,Signal flip
SHORT,2026-01-27T13:00,2912.61,2026-01-27T14:00,2918.65,1,-0.31,Signal flip
LONG,2026-01-27T14:00,2918.65,2026-01-29T02:00,2959.23,36,1.29,Signal flip
SHORT,2026-01-29T02:00,2959.23,2026-02-06T16:00,2036.17,206,45.23,Signal flip
LONG,2026-02-06T16:00,2036.17,2026-02-07T07:00,2027.1,15,-0.55,Signal flip
SHORT,2026-02-07T07:00,2027.1,2026-02-07T12:00,2041.33,5,-0.8,Signal flip
LONG,2026-02-07T12:00,2041.33,2026-02-07T14:00,2020.41,2,-1.12,Signal flip
SHORT,2026-02-07T14:00,2020.41,2026-02-07T15:00,2052.54,1,-1.67,Signal flip
LONG,2026-02-07T15:00,2052.54,2026-02-09T01:00,2070.89,34,0.79,Signal flip
SHORT,2026-02-09T01:00,2070.89,2026-02-09T03:00,2100.25,2,-1.5,Signal flip
LONG,2026-02-09T03:00,2100.25,2026-02-09T06:00,2081.43,3,-1.0,Signal flip
SHORT,2026-02-09T06:00,2081.43,2026-02-09T16:00,2091.21,10,-0.57,Signal flip
LONG,2026-02-09T16:00,2091.21,2026-02-10T03:00,2064.96,11,-1.36,Signal flip
SHORT,2026-02-10T03:00,2064.96,2026-02-12T10:00,1994.15,55,3.45,Signal flip
LONG,2026-02-12T10:00,1994.15,2026-02-12T12:00,1980.85,2,-0.77,Signal flip
SHORT,2026-02-12T12:00,1980.85,2026-02-12T13:00,1994.99,1,-0.81,Signal flip
LONG,2026-02-12T13:00,1994.99,2026-02-12T14:00,1978.5,1,-0.93,Signal flip
SHORT,2026-02-12T14:00,1978.5,2026-02-13T09:00,1962.0,19,0.74,Signal flip
LONG,2026-02-13T09:00,1962.0,2026-02-13T10:00,1959.4,1,-0.23,Signal flip
SHORT,2026-02-13T10:00,1959.4,2026-02-13T12:00,1960.95,2,-0.18,Signal flip
LONG,2026-02-13T12:00,1960.95,2026-02-15T12:00,2011.0,48,2.45,Signal flip
SHORT,2026-02-15T12:00,2011.0,2026-02-16T12:00,2006.24,24,0.14,Signal flip
LONG,2026-02-16T12:00,2006.24,2026-02-16T13:00,1967.7,1,-2.02,Signal flip
SHORT,2026-02-16T13:00,1967.7,2026-02-16T21:00,1999.14,8,-1.67,Signal flip
LONG,2026-02-16T21:00,1999.14,2026-02-16T22:00,1990.19,1,-0.55,Signal flip
SHORT,2026-02-16T22:00,1990.19,2026-02-16T23:00,1998.33,1,-0.51,Signal flip
LONG,2026-02-16T23:00,1998.33,2026-02-17T01:00,1991.82,2,-0.43,Signal flip
SHORT,2026-02-17T01:00,1991.82,2026-02-17T02:00,1998.59,1,-0.44,Signal flip
LONG,2026-02-17T02:00,1998.59,2026-02-17T03:00,1985.7,1,-0.74,Signal flip
SHORT,2026-02-17T03:00,1985.7,2026-02-17T13:00,1990.53,10,-0.34,Signal flip
LONG,2026-02-17T13:00,1990.53,2026-02-17T14:00,1948.49,1,-2.21,Signal flip
SHORT,2026-02-17T14:00,1948.49,2026-02-17T18:00,1998.69,4,-2.61,Signal flip
LONG,2026-02-17T18:00,1998.69,2026-02-18T00:00,1981.54,6,-0.96,Signal flip
SHORT,2026-02-18T00:00,1981.54,2026-02-18T03:00,1997.07,3,-0.88,Signal flip
LONG,2026-02-18T03:00,1997.07,2026-02-18T11:00,1981.43,8,-0.88,Signal flip
SHORT,2026-02-18T11:00,1981.43,2026-02-19T06:00,1982.92,19,-0.18,Signal flip
LONG,2026-02-19T06:00,1982.92,2026-02-19T08:00,1970.5,2,-0.73,Signal flip
SHORT,2026-02-19T08:00,1970.5,2026-02-20T07:00,1960.97,23,0.39,Signal flip
LONG,2026-02-20T07:00,1960.97,2026-02-20T10:00,1957.54,3,-0.27,Signal flip
SHORT,2026-02-20T10:00,1957.54,2026-02-20T15:00,1963.95,5,-0.43,Signal flip
LONG,2026-02-20T15:00,1963.95,2026-02-21T03:00,1959.03,12,-0.35,Signal flip
SHORT,2026-02-21T03:00,1959.03,2026-02-21T04:00,1962.4,1,-0.27,Signal flip
LONG,2026-02-21T04:00,1962.4,2026-02-22T12:00,1966.37,32,0.1,Signal flip
SHORT,2026-02-22T12:00,1966.37,2026-02-25T01:00,1918.34,61,2.4,Signal flip
LONG,2026-02-25T01:00,1918.34,2026-02-26T16:00,1983.8,39,3.31,Signal flip
SHORT,2026-02-26T16:00,1983.8,2026-02-26T18:00,2004.23,2,-1.12,Signal flip
LONG,2026-02-26T18:00,2004.23,2026-02-27T09:00,2010.01,15,0.19,Signal flip
SHORT,2026-02-27T09:00,2010.01,2026-02-28T18:00,1936.08,33,3.72,Signal flip
LONG,2026-02-28T18:00,1936.08,2026-03-01T17:00,1961.17,23,1.2,Signal flip
SHORT,2026-03-01T17:00,1961.17,2026-03-01T18:00,1975.82,1,-0.84,Signal flip
LONG,2026-03-01T18:00,1975.82,2026-03-01T19:00,1953.9,1,-1.21,Signal flip
SHORT,2026-03-01T19:00,1953.9,2026-03-02T01:00,1963.71,6,-0.6,Signal flip
LONG,2026-03-02T01:00,1963.71,2026-03-02T02:00,1955.63,1,-0.51,Signal flip
SHORT,2026-03-02T02:00,1955.63,2026-03-02T03:00,1972.3,1,-0.95,Signal flip
LONG,2026-03-02T03:00,1972.3,2026-03-02T06:00,1943.31,3,-1.57,Signal flip
SHORT,2026-03-02T06:00,1943.31,2026-03-02T14:00,1979.75,8,-1.94,Signal flip
LONG,2026-03-02T14:00,1979.75,2026-03-03T08:00,1953.1,18,-1.45,Signal flip
SHORT,2026-03-03T08:00,1953.1,2026-03-03T16:00,1983.98,8,-1.66,Signal flip
LONG,2026-03-03T16:00,1983.98,2026-03-03T17:00,1980.6,1,-0.27,Signal flip
SHORT,2026-03-03T17:00,1980.6,2026-03-03T18:00,1988.2,1,-0.48,Signal flip
LONG,2026-03-03T18:00,1988.2,2026-03-03T20:00,1978.34,2,-0.6,Signal flip
SHORT,2026-03-03T20:00,1978.34,2026-03-03T22:00,1983.31,2,-0.35,Signal flip
LONG,2026-03-03T22:00,1983.31,2026-03-04T00:00,1976.68,2,-0.43,Signal flip
SHORT,2026-03-04T00:00,1976.68,2026-03-04T01:00,1981.73,1,-0.35,Signal flip
LONG,2026-03-04T01:00,1981.73,2026-03-04T02:00,1979.24,1,-0.23,Signal flip
SHORT,2026-03-04T02:00,1979.24,2026-03-04T06:00,1980.33,4,-0.16,Signal flip
LONG,2026-03-04T06:00,1980.33,2026-03-05T16:00,2080.17,34,4.94,Signal flip
SHORT,2026-03-05T16:00,2080.17,2026-03-05T20:00,2092.43,4,-0.69,Signal flip
LONG,2026-03-05T20:00,2092.43,2026-03-05T21:00,2080.6,1,-0.67,Signal flip
SHORT,2026-03-05T21:00,2080.6,2026-03-06T01:00,2087.65,4,-0.44,Signal flip
LONG,2026-03-06T01:00,2087.65,2026-03-06T04:00,2070.86,3,-0.9,Signal flip
SHORT,2026-03-06T04:00,2070.86,2026-03-06T07:00,2082.83,3,-0.67,Signal flip
LONG,2026-03-06T07:00,2082.83,2026-03-06T08:00,2075.96,1,-0.43,Signal flip
SHORT,2026-03-06T08:00,2075.96,2026-03-09T03:00,1977.48,67,4.88,Signal flip
LONG,2026-03-09T03:00,1977.48,2026-03-11T02:00,2026.71,47,2.39,Signal flip
SHORT,2026-03-11T02:00,2026.71,2026-03-11T04:00,2039.08,2,-0.71,Signal flip
LONG,2026-03-11T04:00,2039.08,2026-03-11T05:00,2014.63,1,-1.3,Signal flip
SHORT,2026-03-11T05:00,2014.63,2026-03-11T10:00,2028.68,5,-0.79,Signal flip
LONG,2026-03-11T10:00,2028.68,2026-03-11T11:00,2017.8,1,-0.64,Signal flip
SHORT,2026-03-11T11:00,2017.8,2026-03-11T13:00,2050.72,2,-1.71,Signal flip
LONG,2026-03-11T13:00,2050.72,2026-03-12T02:00,2024.67,13,-1.37,Signal flip
SHORT,2026-03-12T02:00,2024.67,2026-03-12T07:00,2040.7,5,-0.89,Signal flip
LONG,2026-03-12T07:00,2040.7,2026-03-13T22:00,2088.97,39,2.27,Signal flip
SHORT,2026-03-13T22:00,2088.97,2026-03-13T23:00,2092.22,1,-0.26,Signal flip
LONG,2026-03-13T23:00,2092.22,2026-03-14T00:00,2085.32,1,-0.43,Signal flip
SHORT,2026-03-14T00:00,2085.32,2026-03-14T01:00,2092.55,1,-0.45,Signal flip
LONG,2026-03-14T01:00,2092.55,2026-03-14T04:00,2090.42,3,-0.2,Signal flip
SHORT,2026-03-14T04:00,2090.42,2026-03-14T05:00,2092.46,1,-0.2,Signal flip
LONG,2026-03-14T05:00,2092.46,2026-03-14T06:00,2078.02,1,-0.79,Signal flip
SHORT,2026-03-14T06:00,2078.02,2026-03-14T20:00,2086.01,14,-0.48,Signal flip
LONG,2026-03-14T20:00,2086.01,2026-03-15T15:00,2093.79,19,0.27,Signal flip
SHORT,2026-03-15T15:00,2093.79,2026-03-15T17:00,2110.77,2,-0.9,Signal flip
LONG,2026-03-15T17:00,2110.77,2026-03-18T11:00,2269.34,66,7.41,Signal flip
SHORT,2026-03-18T11:00,2269.34,2026-03-23T11:00,2134.78,120,6.2,Signal flip
LONG,2026-03-23T11:00,2134.78,2026-03-24T16:00,2127.2,29,-0.46,Signal flip
SHORT,2026-03-24T16:00,2127.2,2026-03-24T20:00,2148.48,4,-1.09,Signal flip
LONG,2026-03-24T20:00,2148.48,2026-03-26T02:00,2149.97,30,-0.03,Signal flip
SHORT,2026-03-26T02:00,2149.97,2026-03-30T01:00,2010.43,95,6.84,Signal flip
LONG,2026-03-30T01:00,2010.43,2026-03-30T19:00,2023.7,18,0.56,Signal flip
SHORT,2026-03-30T19:00,2023.7,2026-03-30T21:00,2036.0,2,-0.7,Signal flip
LONG,2026-03-30T21:00,2036.0,2026-03-30T23:00,2026.48,2,-0.57,Signal flip
SHORT,2026-03-30T23:00,2026.48,2026-03-31T00:00,2036.65,1,-0.6,Signal flip
LONG,2026-03-31T00:00,2036.65,2026-03-31T09:00,2018.37,9,-1.0,Signal flip
SHORT,2026-03-31T09:00,2018.37,2026-03-31T11:00,2041.2,2,-1.22,Signal flip
LONG,2026-03-31T11:00,2041.2,2026-04-02T01:00,2100.03,38,2.78,Signal flip
SHORT,2026-04-02T01:00,2100.03,2026-04-04T19:00,2064.71,66,1.61,Signal flip
LONG,2026-04-04T19:00,2064.71,2026-04-05T01:00,2057.37,6,-0.46,Signal flip
SHORT,2026-04-05T01:00,2057.37,2026-04-05T02:00,2059.86,1,-0.22,Signal flip
LONG,2026-04-05T02:00,2059.86,2026-04-05T03:00,2056.64,1,-0.26,Signal flip
SHORT,2026-04-05T03:00,2056.64,2026-04-05T15:00,2053.85,12,0.04,Signal flip
LONG,2026-04-05T15:00,2053.85,2026-04-05T16:00,2052.15,1,-0.18,Signal flip
SHORT,2026-04-05T16:00,2052.15,2026-04-05T17:00,2062.53,1,-0.6,Signal flip
LONG,2026-04-05T17:00,2062.53,2026-04-06T22:00,2105.41,29,1.98,Signal flip
SHORT,2026-04-06T22:00,2105.41,2026-04-06T23:00,2107.16,1,-0.18,Signal flip
LONG,2026-04-06T23:00,2107.16,2026-04-07T01:00,2099.51,2,-0.46,Signal flip
SHORT,2026-04-07T01:00,2099.51,2026-04-07T03:00,2108.37,2,-0.52,Signal flip
LONG,2026-04-07T03:00,2108.37,2026-04-07T05:00,2105.52,2,-0.24,Signal flip
SHORT,2026-04-07T05:00,2105.52,2026-04-07T08:00,2114.84,3,-0.54,Signal flip
LONG,2026-04-07T08:00,2114.84,2026-04-07T10:00,2089.32,2,-1.31,Signal flip
SHORT,2026-04-07T10:00,2089.32,2026-04-07T19:00,2113.39,9,-1.24,Signal flip
LONG,2026-04-07T19:00,2113.39,2026-04-09T01:00,2178.69,30,2.99,Signal flip
SHORT,2026-04-09T01:00,2178.69,2026-04-09T03:00,2182.49,2,-0.27,Signal flip
LONG,2026-04-09T03:00,2182.49,2026-04-09T04:00,2177.64,1,-0.32,Signal flip
SHORT,2026-04-09T04:00,2177.64,2026-04-09T05:00,2182.17,1,-0.31,Signal flip
LONG,2026-04-09T05:00,2182.17,2026-04-09T06:00,2181.51,1,-0.13,Signal flip
SHORT,2026-04-09T06:00,2181.51,2026-04-09T08:00,2186.37,2,-0.32,Signal flip
LONG,2026-04-09T08:00,2186.37,2026-04-09T11:00,2180.26,3,-0.38,Signal flip
SHORT,2026-04-09T11:00,2180.26,2026-04-09T12:00,2183.34,1,-0.24,Signal flip
LONG,2026-04-09T12:00,2183.34,2026-04-09T13:00,2165.22,1,-0.93,Signal flip
SHORT,2026-04-09T13:00,2165.22,2026-04-09T15:00,2217.99,2,-2.48,Signal flip
LONG,2026-04-09T15:00,2217.99,2026-04-10T02:00,2189.12,11,-1.4,Signal flip
SHORT,2026-04-10T02:00,2189.12,2026-04-10T04:00,2195.71,2,-0.4,Signal flip
LONG,2026-04-10T04:00,2195.71,2026-04-10T06:00,2186.2,2,-0.53,Signal flip
SHORT,2026-04-10T06:00,2186.2,2026-04-10T09:00,2196.03,3,-0.55,Signal flip
LONG,2026-04-10T09:00,2196.03,2026-04-12T01:00,2219.05,40,0.95,Signal flip
SHORT,2026-04-12T01:00,2219.05,2026-04-13T13:00,2215.47,36,0.06,Signal flip
LONG,2026-04-13T13:00,2215.47,2026-04-13T15:00,2209.28,2,-0.38,Signal flip
SHORT,2026-04-13T15:00,2209.28,2026-04-13T16:00,2225.86,1,-0.84,Signal flip
LONG,2026-04-13T16:00,2225.86,2026-04-16T10:00,2332.42,66,4.69,Signal flip
SHORT,2026-04-16T10:00,2332.42,2026-04-16T11:00,2335.67,1,-0.24,Signal flip
LONG,2026-04-16T11:00,2335.67,2026-04-16T13:00,2308.29,2,-1.27,Signal flip
SHORT,2026-04-16T13:00,2308.29,2026-04-16T15:00,2339.01,2,-1.41,Signal flip
LONG,2026-04-16T15:00,2339.01,2026-04-16T16:00,2316.76,1,-1.05,Signal flip
SHORT,2026-04-16T16:00,2316.76,2026-04-16T18:00,2343.1,2,-1.22,Signal flip
LONG,2026-04-16T18:00,2343.1,2026-04-17T01:00,2335.38,7,-0.43,Signal flip
SHORT,2026-04-17T01:00,2335.38,2026-04-17T08:00,2354.87,7,-0.93,Signal flip
LONG,2026-04-17T08:00,2354.87,2026-04-18T08:00,2380.57,24,0.99,Signal flip
SHORT,2026-04-18T08:00,2380.57,2026-04-20T12:00,2318.88,52,2.56,Signal flip
LONG,2026-04-20T12:00,2318.88,2026-04-20T13:00,2310.82,1,-0.45,Signal flip
SHORT,2026-04-20T13:00,2310.82,2026-04-20T17:00,2317.06,4,-0.37,Signal flip
LONG,2026-04-20T17:00,2317.06,2026-04-20T23:00,2313.85,6,-0.24,Signal flip
SHORT,2026-04-20T23:00,2313.85,2026-04-21T00:00,2321.94,1,-0.45,Signal flip
LONG,2026-04-21T00:00,2321.94,2026-04-21T01:00,2315.16,1,-0.39,Signal flip
SHORT,2026-04-21T01:00,2315.16,2026-04-21T06:00,2317.36,5,-0.19,Signal flip
LONG,2026-04-21T06:00,2317.36,2026-04-21T12:00,2308.54,6,-0.48,Signal flip
SHORT,2026-04-21T12:00,2308.54,2026-04-21T23:00,2327.14,11,-0.9,Signal flip
LONG,2026-04-21T23:00,2327.14,2026-04-23T02:00,2351.96,27,0.97,Signal flip
SHORT,2026-04-23T02:00,2351.96,2026-04-26T05:00,2327.84,75,0.94,Signal flip
LONG,2026-04-26T05:00,2327.84,2026-04-27T05:00,2323.18,24,-0.3,Signal flip
SHORT,2026-04-27T05:00,2323.18,2026-04-29T03:00,2311.52,46,0.4,Signal flip
LONG,2026-04-29T03:00,2311.52,2026-04-29T13:00,2303.03,10,-0.47,Signal flip
SHORT,2026-04-29T13:00,2303.03,2026-05-01T03:00,2282.87,38,0.78,Signal flip
LONG,2026-05-01T03:00,2282.87,2026-05-05T23:00,2360.77,116,3.31,Signal flip
SHORT,2026-05-05T23:00,2360.77,2026-05-06T00:00,2364.63,1,-0.26,Signal flip
LONG,2026-05-06T00:00,2364.63,2026-05-06T13:00,2368.51,13,0.06,Signal flip
SHORT,2026-05-06T13:00,2368.51,2026-05-08T18:00,2313.49,53,2.28,Signal flip
LONG,2026-05-08T18:00,2313.49,2026-05-08T20:00,2306.65,2,-0.4,Signal flip
SHORT,2026-05-08T20:00,2306.65,2026-05-08T21:00,2314.63,1,-0.44,Signal flip
LONG,2026-05-08T21:00,2314.63,2026-05-08T23:00,2307.06,2,-0.43,Signal flip
SHORT,2026-05-08T23:00,2307.06,2026-05-09T01:00,2314.22,2,-0.41,Signal flip
LONG,2026-05-09T01:00,2314.22,2026-05-09T14:00,2308.27,13,-0.36,Signal flip
SHORT,2026-05-09T14:00,2308.27,2026-05-09T15:00,2317.63,1,-0.5,Signal flip
LONG,2026-05-09T15:00,2317.63,2026-05-11T03:00,2330.56,36,0.46,Signal flip
SHORT,2026-05-11T03:00,2330.56,2026-05-11T05:00,2335.3,2,-0.3,Signal flip
LONG,2026-05-11T05:00,2335.3,2026-05-11T06:00,2333.48,1,-0.18,Signal flip
SHORT,2026-05-11T06:00,2333.48,2026-05-11T09:00,2336.08,3,-0.21,Signal flip
LONG,2026-05-11T09:00,2336.08,2026-05-11T10:00,2329.94,1,-0.36,Signal flip
SHORT,2026-05-11T10:00,2329.94,2026-05-11T11:00,2335.8,1,-0.35,Signal flip
LONG,2026-05-11T11:00,2335.8,2026-05-11T12:00,2329.5,1,-0.37,Signal flip
SHORT,2026-05-11T12:00,2329.5,2026-05-11T15:00,2333.48,3,-0.27,Signal flip
LONG,2026-05-11T15:00,2333.48,2026-05-11T16:00,2329.78,1,-0.26,Signal flip
SHORT,2026-05-11T16:00,2329.78,2026-05-11T17:00,2336.71,1,-0.4,Signal flip
LONG,2026-05-11T17:00,2336.71,2026-05-12T00:00,2333.54,7,-0.24,Signal flip
SHORT,2026-05-12T00:00,2333.54,2026-05-13T04:00,2306.67,28,1.06,Signal flip
LONG,2026-05-13T04:00,2306.67,2026-05-13T05:00,2297.76,1,-0.49,Signal flip
SHORT,2026-05-13T05:00,2297.76,2026-05-13T08:00,2316.64,3,-0.91,Signal flip
LONG,2026-05-13T08:00,2316.64,2026-05-13T11:00,2301.82,3,-0.74,Signal flip
SHORT,2026-05-13T11:00,2301.82,2026-05-14T14:00,2286.99,27,0.55,Signal flip
LONG,2026-05-14T14:00,2286.99,2026-05-15T01:00,2275.45,11,-0.6,Signal flip
SHORT,2026-05-15T01:00,2275.45,2026-05-20T06:00,2133.75,125,6.54,Signal flip
LONG,2026-05-20T06:00,2133.75,2026-05-20T13:00,2120.61,7,-0.72,Signal flip
SHORT,2026-05-20T13:00,2120.61,2026-05-20T14:00,2135.25,1,-0.79,Signal flip
LONG,2026-05-20T14:00,2135.25,2026-05-20T22:00,2128.32,8,-0.42,Signal flip
SHORT,2026-05-20T22:00,2128.32,2026-05-21T00:00,2142.92,2,-0.78,Signal flip
LONG,2026-05-21T00:00,2142.92,2026-05-21T06:00,2128.57,6,-0.77,Signal flip
SHORT,2026-05-21T06:00,2128.57,2026-05-21T07:00,2135.06,1,-0.4,Signal flip
LONG,2026-05-21T07:00,2135.06,2026-05-21T09:00,2127.98,2,-0.43,Signal flip
SHORT,2026-05-21T09:00,2127.98,2026-05-21T15:00,2132.65,6,-0.32,Signal flip
LONG,2026-05-21T15:00,2132.65,2026-05-21T16:00,2127.79,1,-0.33,Signal flip
SHORT,2026-05-21T16:00,2127.79,2026-05-21T17:00,2146.6,1,-0.98,Signal flip
LONG,2026-05-21T17:00,2146.6,2026-05-21T18:00,2126.87,1,-1.02,Signal flip
SHORT,2026-05-21T18:00,2126.87,2026-05-21T19:00,2142.83,1,-0.84,Signal flip
LONG,2026-05-21T19:00,2142.83,2026-05-22T00:00,2129.33,5,-0.73,Signal flip
SHORT,2026-05-22T00:00,2129.33,2026-05-22T01:00,2135.88,1,-0.41,Signal flip
LONG,2026-05-22T01:00,2135.88,2026-05-22T05:00,2129.21,4,-0.41,Signal flip
SHORT,2026-05-22T05:00,2129.21,2026-05-22T11:00,2130.78,6,-0.17,Signal flip
LONG,2026-05-22T11:00,2130.78,2026-05-22T13:00,2130.23,2,-0.13,Signal flip
SHORT,2026-05-22T13:00,2130.23,2026-05-23T20:00,2146.3,31,-0.85,Signal flip
LONG,2026-05-23T20:00,2146.3,2026-05-24T14:00,2097.98,18,-2.35,Signal flip
SHORT,2026-05-24T14:00,2097.98,2026-05-24T16:00,2103.62,2,-0.37,Signal flip
LONG,2026-05-24T16:00,2103.62,2026-05-24T18:00,2099.97,2,-0.27,Signal flip
SHORT,2026-05-24T18:00,2099.97,2026-05-25T00:00,2104.95,6,-0.34,Signal flip
LONG,2026-05-25T00:00,2104.95,2026-05-25T01:00,2094.13,1,-0.61,Signal flip
SHORT,2026-05-25T01:00,2094.13,2026-05-25T04:00,2105.83,3,-0.66,Signal flip
LONG,2026-05-25T04:00,2105.83,2026-05-25T20:00,2108.64,16,0.03,Signal flip
SHORT,2026-05-25T20:00,2108.64,2026-05-25T21:00,2110.9,1,-0.21,Signal flip
LONG,2026-05-25T21:00,2110.9,2026-05-25T22:00,2103.61,1,-0.45,Signal flip
SHORT,2026-05-25T22:00,2103.61,2026-05-25T23:00,2113.01,1,-0.54,Signal flip
LONG,2026-05-25T23:00,2113.01,2026-05-26T00:00,2097.75,1,-0.82,Signal flip
SHORT,2026-05-26T00:00,2097.75,2026-05-26T10:00,2127.56,10,-1.5,Signal flip
LONG,2026-05-26T10:00,2127.56,2026-05-26T15:00,2087.36,5,-1.99,Signal flip
SHORT,2026-05-26T15:00,2087.36,2026-05-29T15:00,2031.62,72,2.64,Signal flip
LONG,2026-05-29T15:00,2031.62,2026-05-29T18:00,2011.41,3,-1.09,Signal flip
SHORT,2026-05-29T18:00,2011.41,2026-05-30T02:00,2021.34,8,-0.59,Signal flip
LONG,2026-05-30T02:00,2021.34,2026-05-30T03:00,2016.83,1,-0.32,Signal flip
SHORT,2026-05-30T03:00,2016.83,2026-05-30T12:00,2019.86,9,-0.25,Signal flip
LONG,2026-05-30T12:00,2019.86,2026-05-31T09:00,2021.13,21,-0.04,Signal flip
SHORT,2026-05-31T09:00,2021.13,2026-06-01T19:00,2004.53,34,0.73,Signal flip
LONG,2026-06-01T19:00,2004.53,2026-06-01T21:00,1994.57,2,-0.6,Signal flip
SHORT,2026-06-01T21:00,1994.57,2026-06-01T22:00,2004.43,1,-0.59,Signal flip
LONG,2026-06-01T22:00,2004.43,2026-06-02T00:00,1996.44,2,-0.5,Signal flip
SHORT,2026-06-02T00:00,1996.44,2026-06-02T03:00,2003.94,3,-0.47,Signal flip
LONG,2026-06-02T03:00,2003.94,2026-06-02T04:00,1996.85,1,-0.45,Signal flip
SHORT,2026-06-02T04:00,1996.85,2026-06-07T06:00,1612.01,122,23.77,Signal flip
LONG,2026-06-07T06:00,1612.01,2026-06-07T19:00,1613.11,13,-0.03,Signal flip
SHORT,2026-06-07T19:00,1613.11,2026-06-07T20:00,1628.14,1,-1.02,Signal flip
LONG,2026-06-07T20:00,1628.14,2026-06-09T13:00,1666.71,41,2.27,Signal flip
